TaskID|ProbeFileID|ProbeFileName|ProbeMaskFileName|DonorFileID|DonorFileName|DonorMaskFileName|IsTarget|ProbePostProcessed|DonorPostProcessed|ManipulationQuality|IsManipulationTypeRemoval|IsManipulationTypeSplice|IsManipulationTypeCopyClone|Collection|BaseFileName|Lighting|IsControl|CorrespondingControlFileName|SemanticConsistency
Splice|NC2016_1264|probe/NC2016_1264.jpg|reference/splice/mask/NC2016_2929.png|NC2016_9905|world/NC2016_9905.jpg|reference/splice/mask/NC2016_2929.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_5008.jpg|different|N|probe/NC2016_6896.jpg|
Splice|NC2016_1289|probe/NC2016_1289.jpg|reference/splice/mask/NC2016_0442.png|NC2016_2131|world/NC2016_2131.jpg|reference/splice/mask/NC2016_0442.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_6721.jpg|different|N|probe/NC2016_9042.jpg|
Splice|NC2016_1289|probe/NC2016_1289.jpg|reference/splice/mask/NC2016_0442.png|NC2016_3733|world/NC2016_3733.jpg|reference/splice/mask/NC2016_0442.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_6721.jpg|different|N|probe/NC2016_9042.jpg|
Splice|NC2016_1515|probe/NC2016_1515.jpg|reference/splice/mask/NC2016_9072.png|NC2016_3380|world/NC2016_3380.jpg|reference/splice/mask/NC2016_9072.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_5601.jpg|same|N|probe/NC2016_1262.jpg|
Splice|NC2016_1515|probe/NC2016_1515.jpg|reference/splice/mask/NC2016_9072.png|NC2016_1432|world/NC2016_1432.jpg|reference/splice/mask/NC2016_9072.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_5601.jpg|same|N|probe/NC2016_1262.jpg|
Splice|NC2016_1520|probe/NC2016_1520.jpg|reference/splice/mask/NC2016_7451.png|NC2016_7040|world/NC2016_7040.jpg|reference/splice/mask/NC2016_7451.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_9067.jpg|different|N|probe/NC2016_2979.jpg|
Splice|NC2016_1520|probe/NC2016_1520.jpg|reference/splice/mask/NC2016_7451.png|NC2016_2573|world/NC2016_2573.jpg|reference/splice/mask/NC2016_7451.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_9067.jpg|different|N|probe/NC2016_2979.jpg|
Splice|NC2016_1545|probe/NC2016_1545.jpg|reference/splice/mask/NC2016_9836.png|NC2016_2815|world/NC2016_2815.jpg|reference/splice/mask/NC2016_9836.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_7734.jpg|different|N|probe/NC2016_6301.jpg|
Splice|NC2016_1545|probe/NC2016_1545.jpg|reference/splice/mask/NC2016_9836.png|NC2016_7659|world/NC2016_7659.jpg|reference/splice/mask/NC2016_9836.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_7734.jpg|different|N|probe/NC2016_6301.jpg|
Splice|NC2016_1572|probe/NC2016_1572.jpg|reference/splice/mask/NC2016_3186.png|NC2016_0252|world/NC2016_0252.jpg|reference/splice/mask/NC2016_3186.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_2857.jpg|same|N|probe/NC2016_7402.jpg|
Splice|NC2016_1572|probe/NC2016_1572.jpg|reference/splice/mask/NC2016_3186.png|NC2016_9464|world/NC2016_9464.jpg|reference/splice/mask/NC2016_3186.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_2857.jpg|same|N|probe/NC2016_7402.jpg|
Splice|NC2016_1720|probe/NC2016_1720.jpg|reference/splice/mask/NC2016_4558.png|NC2016_9525|world/NC2016_9525.jpg|reference/splice/mask/NC2016_4558.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_5601.jpg|different|N|probe/NC2016_1262.jpg|
Splice|NC2016_1720|probe/NC2016_1720.jpg|reference/splice/mask/NC2016_4558.png|NC2016_9511|world/NC2016_9511.jpg|reference/splice/mask/NC2016_4558.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_5601.jpg|different|N|probe/NC2016_1262.jpg|
Splice|NC2016_1764|probe/NC2016_1764.jpg|reference/splice/mask/NC2016_6783.png|NC2016_2909|world/NC2016_2909.jpg|reference/splice/mask/NC2016_6783.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|different|N|probe/NC2016_0820.jpg|
Splice|NC2016_1764|probe/NC2016_1764.jpg|reference/splice/mask/NC2016_6783.png|NC2016_2452|world/NC2016_2452.jpg|reference/splice/mask/NC2016_6783.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|different|N|probe/NC2016_0820.jpg|
Splice|NC2016_1868|probe/NC2016_1868.jpg|reference/splice/mask/NC2016_8439.png|NC2016_2957|world/NC2016_2957.jpg|reference/splice/mask/NC2016_8439.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_6267.jpg|same|N|probe/NC2016_7273.jpg|
Splice|NC2016_1868|probe/NC2016_1868.jpg|reference/splice/mask/NC2016_8439.png|NC2016_9519|world/NC2016_9519.jpg|reference/splice/mask/NC2016_8439.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_6267.jpg|same|N|probe/NC2016_7273.jpg|
Splice|NC2016_1986|probe/NC2016_1986.jpg|reference/splice/mask/NC2016_8272.png|NC2016_8987|world/NC2016_8987.jpg|reference/splice/mask/NC2016_8272.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_1806.jpg|different|N|probe/NC2016_4908.jpg|
Splice|NC2016_1986|probe/NC2016_1986.jpg|reference/splice/mask/NC2016_8272.png|NC2016_7935|world/NC2016_7935.jpg|reference/splice/mask/NC2016_8272.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_1806.jpg|different|N|probe/NC2016_4908.jpg|
Splice|NC2016_2051|probe/NC2016_2051.jpg|reference/splice/mask/NC2016_5896.png|NC2016_2131|world/NC2016_2131.jpg|reference/splice/mask/NC2016_5896.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_6721.jpg|different|N|probe/NC2016_9042.jpg|
Splice|NC2016_2051|probe/NC2016_2051.jpg|reference/splice/mask/NC2016_5896.png|NC2016_3733|world/NC2016_3733.jpg|reference/splice/mask/NC2016_5896.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_6721.jpg|different|N|probe/NC2016_9042.jpg|
Splice|NC2016_2126|probe/NC2016_2126.jpg|reference/splice/mask/NC2016_3112.png|NC2016_7092|world/NC2016_7092.jpg|reference/splice/mask/NC2016_3112.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_5008.jpg|different|N|probe/NC2016_6896.jpg|
Splice|NC2016_2126|probe/NC2016_2126.jpg|reference/splice/mask/NC2016_3112.png|NC2016_9905|world/NC2016_9905.jpg|reference/splice/mask/NC2016_3112.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_5008.jpg|different|N|probe/NC2016_6896.jpg|
Splice|NC2016_2354|probe/NC2016_2354.jpg|reference/splice/mask/NC2016_9587.png|NC2016_6136|world/NC2016_6136.jpg|reference/splice/mask/NC2016_9587.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_7593.jpg|different|N|probe/NC2016_9236.jpg|
Splice|NC2016_2354|probe/NC2016_2354.jpg|reference/splice/mask/NC2016_9587.png|NC2016_6593|world/NC2016_6593.jpg|reference/splice/mask/NC2016_9587.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_7593.jpg|different|N|probe/NC2016_9236.jpg|
Splice|NC2016_2512|probe/NC2016_2512.jpg|reference/splice/mask/NC2016_2954.png|NC2016_2909|world/NC2016_2909.jpg|reference/splice/mask/NC2016_2954.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|different|N|probe/NC2016_0820.jpg|
Splice|NC2016_2512|probe/NC2016_2512.jpg|reference/splice/mask/NC2016_2954.png|NC2016_2452|world/NC2016_2452.jpg|reference/splice/mask/NC2016_2954.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|different|N|probe/NC2016_0820.jpg|
Splice|NC2016_2624|probe/NC2016_2624.jpg|reference/splice/mask/NC2016_9503.png|NC2016_9281|world/NC2016_9281.jpg|reference/splice/mask/NC2016_9503.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_3272.jpg|same|N|probe/NC2016_7105.jpg|
Splice|NC2016_2624|probe/NC2016_2624.jpg|reference/splice/mask/NC2016_9503.png|NC2016_3836|world/NC2016_3836.jpg|reference/splice/mask/NC2016_9503.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_3272.jpg|same|N|probe/NC2016_7105.jpg|
Splice|NC2016_2907|probe/NC2016_2907.jpg|reference/splice/mask/NC2016_3368.png|NC2016_1066|world/NC2016_1066.jpg|reference/splice/mask/NC2016_3368.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_4264.jpg|same|N|probe/NC2016_7301.jpg|
Splice|NC2016_2907|probe/NC2016_2907.jpg|reference/splice/mask/NC2016_3368.png|NC2016_0147|world/NC2016_0147.jpg|reference/splice/mask/NC2016_3368.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_4264.jpg|same|N|probe/NC2016_7301.jpg|
Splice|NC2016_3304|probe/NC2016_3304.jpg|reference/splice/mask/NC2016_1328.png|NC2016_2174|world/NC2016_2174.jpg|reference/splice/mask/NC2016_1328.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|same|N|probe/NC2016_0820.jpg|
Splice|NC2016_3304|probe/NC2016_3304.jpg|reference/splice/mask/NC2016_1328.png|NC2016_6480|world/NC2016_6480.jpg|reference/splice/mask/NC2016_1328.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|same|N|probe/NC2016_0820.jpg|
Splice|NC2016_3335|probe/NC2016_3335.jpg|reference/splice/mask/NC2016_6424.png|NC2016_4079|world/NC2016_4079.jpg|reference/splice/mask/NC2016_4057.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_0159.jpg|same|N|probe/NC2016_0098.jpg|
Splice|NC2016_3335|probe/NC2016_3335.jpg|reference/splice/mask/NC2016_6424.png|NC2016_3979|world/NC2016_3979.jpg|reference/splice/mask/NC2016_4057.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_0159.jpg|same|N|probe/NC2016_0098.jpg|
Splice|NC2016_3382|probe/NC2016_3382.jpg|reference/splice/mask/NC2016_4284.png|NC2016_6136|world/NC2016_6136.jpg|reference/splice/mask/NC2016_4284.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_7593.jpg|different|N|probe/NC2016_9236.jpg|
Splice|NC2016_3382|probe/NC2016_3382.jpg|reference/splice/mask/NC2016_4284.png|NC2016_6593|world/NC2016_6593.jpg|reference/splice/mask/NC2016_4284.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_7593.jpg|different|N|probe/NC2016_9236.jpg|
Splice|NC2016_3612|probe/NC2016_3612.jpg|reference/splice/mask/NC2016_8333.png|NC2016_2729|world/NC2016_2729.jpg|reference/splice/mask/NC2016_8333.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_1806.jpg|same|N|probe/NC2016_4908.jpg|
Splice|NC2016_3612|probe/NC2016_3612.jpg|reference/splice/mask/NC2016_8333.png|NC2016_1172|world/NC2016_1172.jpg|reference/splice/mask/NC2016_8333.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_1806.jpg|same|N|probe/NC2016_4908.jpg|
Splice|NC2016_3704|probe/NC2016_3704.jpg|reference/splice/mask/NC2016_6980.png|NC2016_2072|world/NC2016_2072.jpg|reference/splice/mask/NC2016_6980.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_8410.jpg|different|N|probe/NC2016_6402.jpg|
Splice|NC2016_3704|probe/NC2016_3704.jpg|reference/splice/mask/NC2016_6980.png|NC2016_9518|world/NC2016_9518.jpg|reference/splice/mask/NC2016_6980.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_8410.jpg|different|N|probe/NC2016_6402.jpg|
Splice|NC2016_3707|probe/NC2016_3707.jpg|reference/splice/mask/NC2016_2688.png|NC2016_2174|world/NC2016_2174.jpg|reference/splice/mask/NC2016_2688.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|same|N|probe/NC2016_0820.jpg|
Splice|NC2016_3707|probe/NC2016_3707.jpg|reference/splice/mask/NC2016_2688.png|NC2016_6480|world/NC2016_6480.jpg|reference/splice/mask/NC2016_2688.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_1091.jpg|same|N|probe/NC2016_0820.jpg|
Splice|NC2016_3732|probe/NC2016_3732.jpg|reference/splice/mask/NC2016_8653.png|NC2016_9451|world/NC2016_9451.jpg|reference/splice/mask/NC2016_2984.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_8858.jpg|same|N|probe/NC2016_5000.jpg|
Splice|NC2016_3732|probe/NC2016_3732.jpg|reference/splice/mask/NC2016_8653.png|NC2016_1646|world/NC2016_1646.jpg|reference/splice/mask/NC2016_2984.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_8858.jpg|same|N|probe/NC2016_5000.jpg|
Splice|NC2016_3832|probe/NC2016_3832.jpg|reference/splice/mask/NC2016_3471.png|NC2016_5550|world/NC2016_5550.jpg|reference/splice/mask/NC2016_3471.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_6267.jpg|different|N|probe/NC2016_7273.jpg|
Splice|NC2016_3832|probe/NC2016_3832.jpg|reference/splice/mask/NC2016_3471.png|NC2016_5868|world/NC2016_5868.jpg|reference/splice/mask/NC2016_3471.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_6267.jpg|different|N|probe/NC2016_7273.jpg|
Splice|NC2016_4084|probe/NC2016_4084.jpg|reference/splice/mask/NC2016_6194.png|NC2016_8660|world/NC2016_8660.jpg|reference/splice/mask/NC2016_6194.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_6721.jpg|same|N|probe/NC2016_9042.jpg|
Splice|NC2016_4084|probe/NC2016_4084.jpg|reference/splice/mask/NC2016_6194.png|NC2016_5360|world/NC2016_5360.jpg|reference/splice/mask/NC2016_6194.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_6721.jpg|same|N|probe/NC2016_9042.jpg|
Splice|NC2016_4327|probe/NC2016_4327.jpg|reference/splice/mask/NC2016_1029.png|NC2016_1176|world/NC2016_1176.jpg|reference/splice/mask/NC2016_1029.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_8410.jpg|same|N|probe/NC2016_6402.jpg|
Splice|NC2016_4327|probe/NC2016_4327.jpg|reference/splice/mask/NC2016_1029.png|NC2016_8651|world/NC2016_8651.jpg|reference/splice/mask/NC2016_1029.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_8410.jpg|same|N|probe/NC2016_6402.jpg|
Splice|NC2016_4360|probe/NC2016_4360.jpg|reference/splice/mask/NC2016_5815.png|NC2016_0145|world/NC2016_0145.jpg|reference/splice/mask/NC2016_5815.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_6611.jpg|different|N|probe/NC2016_1956.jpg|
Splice|NC2016_4360|probe/NC2016_4360.jpg|reference/splice/mask/NC2016_5815.png|NC2016_4520|world/NC2016_4520.jpg|reference/splice/mask/NC2016_5815.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_6611.jpg|different|N|probe/NC2016_1956.jpg|
Splice|NC2016_4428|probe/NC2016_4428.jpg|reference/splice/mask/NC2016_1716.png|NC2016_6537|world/NC2016_6537.jpg|reference/splice/mask/NC2016_5619.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_0159.jpg|different|N|probe/NC2016_0098.jpg|
Splice|NC2016_4428|probe/NC2016_4428.jpg|reference/splice/mask/NC2016_1716.png|NC2016_1947|world/NC2016_1947.jpg|reference/splice/mask/NC2016_5619.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_0159.jpg|different|N|probe/NC2016_0098.jpg|
Splice|NC2016_4534|probe/NC2016_4534.jpg|reference/splice/mask/NC2016_2045.png|NC2016_4079|world/NC2016_4079.jpg|reference/splice/mask/NC2016_3731.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_0159.jpg|same|N|probe/NC2016_0098.jpg|
Splice|NC2016_4534|probe/NC2016_4534.jpg|reference/splice/mask/NC2016_2045.png|NC2016_3979|world/NC2016_3979.jpg|reference/splice/mask/NC2016_3731.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_0159.jpg|same|N|probe/NC2016_0098.jpg|
Splice|NC2016_4571|probe/NC2016_4571.jpg|reference/splice/mask/NC2016_5814.png|NC2016_4729|world/NC2016_4729.jpg|reference/splice/mask/NC2016_5814.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_4264.jpg|different|N|probe/NC2016_7301.jpg|
Splice|NC2016_4571|probe/NC2016_4571.jpg|reference/splice/mask/NC2016_5814.png|NC2016_5112|world/NC2016_5112.jpg|reference/splice/mask/NC2016_5814.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_4264.jpg|different|N|probe/NC2016_7301.jpg|
Splice|NC2016_4621|probe/NC2016_4621.jpg|reference/splice/mask/NC2016_6102.png|NC2016_4200|world/NC2016_4200.jpg|reference/splice/mask/NC2016_6102.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_6575.jpg|same|N|probe/NC2016_0324.jpg|
Splice|NC2016_4621|probe/NC2016_4621.jpg|reference/splice/mask/NC2016_6102.png|NC2016_3720|world/NC2016_3720.jpg|reference/splice/mask/NC2016_6102.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_6575.jpg|same|N|probe/NC2016_0324.jpg|
Splice|NC2016_4699|probe/NC2016_4699.jpg|reference/splice/mask/NC2016_5874.png|NC2016_1817|world/NC2016_1817.jpg|reference/splice/mask/NC2016_5874.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_4267.jpg|different|N|probe/NC2016_4649.jpg|
Splice|NC2016_4699|probe/NC2016_4699.jpg|reference/splice/mask/NC2016_5874.png|NC2016_6990|world/NC2016_6990.jpg|reference/splice/mask/NC2016_5874.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_4267.jpg|different|N|probe/NC2016_4649.jpg|
Splice|NC2016_4804|probe/NC2016_4804.jpg|reference/splice/mask/NC2016_9925.png|NC2016_1066|world/NC2016_1066.jpg|reference/splice/mask/NC2016_9925.png|Y|none|none|simple|N|Y|N|Nimble-SCI|world/NC2016_4264.jpg|same|N|probe/NC2016_7301.jpg|
Splice|NC2016_4804|probe/NC2016_4804.jpg|reference/splice/mask/NC2016_9925.png|NC2016_0147|world/NC2016_0147.jpg|reference/splice/mask/NC2016_9925.png|Y|none|rescale|simple|N|Y|N|Nimble-SCI|world/NC2016_4264.jpg|same|N|probe/NC2016_7301.jpg|
Splice|NC2016_4883|probe/NC2016_4883.jpg|reference/splice/mask/NC2016_1504.png|NC2016_9118|world/NC2016_9118.jpg|reference/splice/mask/NC2016_9383.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_4530.jpg|same|N|probe/NC2016_4640.jpg|
Splice|NC2016_4883|probe/NC2016_4883.jpg|reference/splice/mask/NC2016_1504.png|NC2016_9219|world/NC2016_9219.jpg|reference/splice/mask/NC2016_9383.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_4530.jpg|same|N|probe/NC2016_4640.jpg|
Splice|NC2016_5131|probe/NC2016_5131.jpg|reference/splice/mask/NC2016_6348.png|NC2016_9451|world/NC2016_9451.jpg|reference/splice/mask/NC2016_3943.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_8858.jpg|same|N|probe/NC2016_5000.jpg|
Splice|NC2016_5131|probe/NC2016_5131.jpg|reference/splice/mask/NC2016_6348.png|NC2016_1646|world/NC2016_1646.jpg|reference/splice/mask/NC2016_3943.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_8858.jpg|same|N|probe/NC2016_5000.jpg|
Splice|NC2016_5397|probe/NC2016_5397.jpg|reference/splice/mask/NC2016_0090.png|NC2016_9525|world/NC2016_9525.jpg|reference/splice/mask/NC2016_0090.png|Y|none|none|complex|N|Y|N|Nimble-SCI|world/NC2016_5601.jpg|different|N|probe/NC2016_1262.jpg|
Splice|NC2016_5397|probe/NC2016_5397.jpg|reference/splice/mask/NC2016_0090.png|NC2016_9511|world/NC2016_9511.jpg|reference/splice/mask/NC2016_0090.png|Y|none|rescale|complex|N|Y|N|Nimble-SCI|world/NC2016_5601.jpg|different|N|probe/NC2016_1262.jpg|
